,ID_PAIS,NOMBRE_PAIS
1142,1,MEXICO
1143,1,MEXICO
1144,1,MEXICO
1145,1,MEXICO
1146,1,MEXICO
1147,1,MEXICO
1148,1,MEXICO
1149,1,MEXICO
1150,1,MEXICO
1151,1,MEXICO
1152,1,MEXICO
1153,1,MEXICO
1154,1,MEXICO
1155,1,MEXICO
1156,1,MEXICO
1157,1,MEXICO
1158,1,MEXICO
1159,1,MEXICO
1160,1,MEXICO
1161,1,MEXICO
1162,1,MEXICO
1163,1,MEXICO
1164,1,MEXICO
1165,1,MEXICO
1166,1,MEXICO
1167,1,MEXICO
1168,1,MEXICO
1169,1,MEXICO
1170,1,MEXICO
1171,1,MEXICO
1172,1,MEXICO
1173,1,MEXICO
1174,1,MEXICO
1175,1,MEXICO
1176,1,MEXICO
1177,1,MEXICO
1178,1,MEXICO
1179,1,MEXICO
1180,1,MEXICO
1181,1,MEXICO
1182,1,MEXICO
1183,1,MEXICO
1184,1,MEXICO
1185,1,MEXICO
1186,1,MEXICO
1187,1,MEXICO
1188,1,MEXICO
1189,1,MEXICO
1190,1,MEXICO
1191,1,MEXICO
1192,1,MEXICO
1193,1,MEXICO
1194,1,MEXICO
1195,1,MEXICO
1196,1,MEXICO
1197,1,MEXICO
1198,1,MEXICO
1199,1,MEXICO
1200,1,MEXICO
1201,1,MEXICO
1202,1,MEXICO
1203,1,MEXICO
1204,1,MEXICO
1205,1,MEXICO
1206,1,MEXICO
1207,1,MEXICO
1208,1,MEXICO
1209,1,MEXICO
1210,1,MEXICO
1211,1,MEXICO
1212,1,MEXICO
1213,1,MEXICO
1214,1,MEXICO
1215,1,MEXICO
1216,1,MEXICO
1217,1,MEXICO
1218,1,MEXICO
1219,1,MEXICO
1220,1,MEXICO
1221,1,MEXICO
1222,1,MEXICO
1223,1,MEXICO
1224,1,MEXICO
1225,1,MEXICO
1226,1,MEXICO
1227,1,MEXICO
1228,1,MEXICO
1229,1,MEXICO
1230,1,MEXICO
1231,1,MEXICO
1232,1,MEXICO
1233,1,MEXICO
1234,1,MEXICO
1235,1,MEXICO
1236,1,MEXICO
1237,1,MEXICO
1238,1,MEXICO
1239,1,MEXICO
1240,1,MEXICO
1241,1,MEXICO
1242,1,MEXICO
1243,1,MEXICO
1244,1,MEXICO
1245,1,MEXICO
1246,1,MEXICO
1247,1,MEXICO
1248,1,MEXICO
1249,1,MEXICO
1250,1,MEXICO
1251,1,MEXICO
1252,1,MEXICO
1253,1,MEXICO
1254,1,MEXICO
1255,1,MEXICO
1256,1,MEXICO
1257,1,MEXICO
1258,1,MEXICO
1259,1,MEXICO
1260,1,MEXICO
1261,1,MEXICO
1262,1,MEXICO
1263,1,MEXICO
1264,1,MEXICO
1265,1,MEXICO
1266,1,MEXICO
1267,1,MEXICO
1268,1,MEXICO
1269,1,MEXICO
1270,1,MEXICO
1271,1,MEXICO
1272,1,MEXICO
1273,1,MEXICO
1274,1,MEXICO
1275,1,MEXICO
1276,1,MEXICO
1277,1,MEXICO
1278,1,MEXICO
1279,1,MEXICO
1280,1,MEXICO
1281,1,MEXICO
1282,1,MEXICO
1283,1,MEXICO
1284,1,MEXICO
1285,1,MEXICO
1286,1,MEXICO
1287,1,MEXICO
1288,1,MEXICO
1289,1,MEXICO
1290,1,MEXICO
1291,1,MEXICO
1292,1,MEXICO
1293,1,MEXICO
1294,1,MEXICO
1295,1,MEXICO
1296,1,MEXICO
1297,1,MEXICO
1298,1,MEXICO
1299,1,MEXICO
1300,1,MEXICO
1301,1,MEXICO
1302,1,MEXICO
1303,1,MEXICO
1304,1,MEXICO
1305,1,MEXICO
1306,1,MEXICO
1307,1,MEXICO
1308,1,MEXICO
1309,1,MEXICO
1310,1,MEXICO
1311,1,MEXICO
1312,1,MEXICO
1313,1,MEXICO
1314,1,MEXICO
1315,1,MEXICO
1316,1,MEXICO
1317,1,MEXICO
1318,1,MEXICO
1319,1,MEXICO
1320,1,MEXICO
1321,1,MEXICO
1322,1,MEXICO
1323,1,MEXICO
1324,1,MEXICO
1325,1,MEXICO
1326,1,MEXICO
1327,1,MEXICO
1328,1,MEXICO
1329,1,MEXICO
1330,1,MEXICO
1331,1,MEXICO
1332,1,MEXICO
1333,1,MEXICO
1334,1,MEXICO
1335,1,MEXICO
1336,1,MEXICO
1337,1,MEXICO
1338,1,MEXICO
1339,1,MEXICO
1340,1,MEXICO
1341,1,MEXICO
1342,1,MEXICO
1343,1,MEXICO
1344,1,MEXICO
1345,1,MEXICO
1346,1,MEXICO
1347,1,MEXICO
1348,1,MEXICO
1349,1,MEXICO
1350,1,MEXICO
1351,1,MEXICO
1352,1,MEXICO
1353,1,MEXICO
1354,1,MEXICO
1355,1,MEXICO
1356,1,MEXICO
1357,1,MEXICO
1358,1,MEXICO
1359,1,MEXICO
1360,1,MEXICO
1361,1,MEXICO
1362,1,MEXICO
1363,1,MEXICO
1364,1,MEXICO
1365,1,MEXICO
1366,1,MEXICO
1367,1,MEXICO
1368,1,MEXICO
1369,1,MEXICO
1370,1,MEXICO
1371,1,MEXICO
1372,1,MEXICO
1373,1,MEXICO
1374,1,MEXICO
1375,1,MEXICO
1376,1,MEXICO
1377,1,MEXICO
1378,1,MEXICO
1379,1,MEXICO
1380,1,MEXICO
1381,1,MEXICO
1382,1,MEXICO
1383,1,MEXICO
1384,1,MEXICO
1385,1,MEXICO
1386,1,MEXICO
1387,1,MEXICO
1388,1,MEXICO
1389,1,MEXICO
1390,1,MEXICO
1391,1,MEXICO
1392,1,MEXICO
1393,1,MEXICO
1394,1,MEXICO
1395,1,MEXICO
1396,1,MEXICO
1397,1,MEXICO
1398,1,MEXICO
1399,1,MEXICO
1400,1,MEXICO
1401,1,MEXICO
1402,1,MEXICO
1403,1,MEXICO
1404,1,MEXICO
1405,1,MEXICO
1406,1,MEXICO
1407,1,MEXICO
1408,1,MEXICO
1409,1,MEXICO
1410,1,MEXICO
1411,1,MEXICO
1412,1,MEXICO
1413,1,MEXICO
1414,1,MEXICO
1415,1,MEXICO
1416,1,MEXICO
1417,1,MEXICO
1418,1,MEXICO
1419,1,MEXICO
1420,1,MEXICO
1421,1,MEXICO
1422,1,MEXICO
1423,1,MEXICO
1424,1,MEXICO
1425,1,MEXICO
1426,1,MEXICO
1427,1,MEXICO
1428,1,MEXICO
1429,1,MEXICO
1430,1,MEXICO
1431,1,MEXICO
1432,1,MEXICO
1433,1,MEXICO
1434,1,MEXICO
1435,1,MEXICO
1436,1,MEXICO
1437,1,MEXICO
1438,1,MEXICO
1439,1,MEXICO
1440,1,MEXICO
1441,1,MEXICO
1442,1,MEXICO
1443,1,MEXICO
1444,1,MEXICO
1445,1,MEXICO
1446,1,MEXICO
1447,1,MEXICO
1448,1,MEXICO
1449,1,MEXICO
1450,1,MEXICO
1451,1,MEXICO
1452,1,MEXICO
1453,1,MEXICO
1454,1,MEXICO
1455,1,MEXICO
1456,1,MEXICO
1457,1,MEXICO
1458,1,MEXICO
1459,1,MEXICO
1460,1,MEXICO
1461,1,MEXICO
1462,1,MEXICO
1463,1,MEXICO
1464,1,MEXICO
1465,1,MEXICO
1466,1,MEXICO
1467,1,MEXICO
1468,1,MEXICO
1469,1,MEXICO
1470,1,MEXICO
1471,1,MEXICO
1472,1,MEXICO
1473,1,MEXICO
1474,1,MEXICO
1475,1,MEXICO
1476,1,MEXICO
1477,1,MEXICO
1478,1,MEXICO
1479,1,MEXICO
1480,1,MEXICO
1481,1,MEXICO
1482,1,MEXICO
1483,1,MEXICO
1484,1,MEXICO
1485,1,MEXICO
1486,1,MEXICO
1487,1,MEXICO
1488,1,MEXICO
1489,1,MEXICO
1490,1,MEXICO
1491,1,MEXICO
1492,1,MEXICO
1493,1,MEXICO
1494,1,MEXICO
1495,1,MEXICO
1496,1,MEXICO
1497,1,MEXICO
1498,1,MEXICO
1499,1,MEXICO
1500,1,MEXICO
1501,1,MEXICO
1502,1,MEXICO
1503,1,MEXICO
1504,1,MEXICO
1505,1,MEXICO
1506,1,MEXICO
1507,1,MEXICO
1508,1,MEXICO
1509,1,MEXICO
1510,1,MEXICO
1511,1,MEXICO
1512,1,MEXICO
1513,1,MEXICO
1514,1,MEXICO
1515,1,MEXICO
1516,1,MEXICO
1517,1,MEXICO
1518,1,MEXICO
1519,1,MEXICO
1520,1,MEXICO
1521,1,MEXICO
1522,1,MEXICO
1523,1,MEXICO
1524,1,MEXICO
1525,1,MEXICO
1526,1,MEXICO
1527,1,MEXICO
1528,1,MEXICO
1529,1,MEXICO
1530,1,MEXICO
1531,1,MEXICO
1532,1,MEXICO
1533,1,MEXICO
1534,1,MEXICO
1535,1,MEXICO
1536,1,MEXICO
1537,1,MEXICO
1538,1,MEXICO
1539,1,MEXICO
1540,1,MEXICO
1541,1,MEXICO
1542,1,MEXICO
1543,1,MEXICO
1544,1,MEXICO
1545,1,MEXICO
1546,1,MEXICO
1547,1,MEXICO
1548,1,MEXICO
1549,1,MEXICO
1550,1,MEXICO
1551,1,MEXICO
1552,1,MEXICO
1553,1,MEXICO
1554,1,MEXICO
1555,1,MEXICO
1556,1,MEXICO
1557,1,MEXICO
1558,1,MEXICO
1559,1,MEXICO
1560,1,MEXICO
1561,1,MEXICO
1562,1,MEXICO
1563,1,MEXICO
1564,1,MEXICO
1565,1,MEXICO
1566,1,MEXICO
1567,1,MEXICO
1568,1,MEXICO
1569,1,MEXICO
1570,1,MEXICO
1571,1,MEXICO
1572,1,MEXICO
1573,1,MEXICO
1574,1,MEXICO
1575,1,MEXICO
1576,1,MEXICO
1577,1,MEXICO
1578,1,MEXICO
1579,1,MEXICO
1580,1,MEXICO
1581,1,MEXICO
1582,1,MEXICO
1583,1,MEXICO
1584,1,MEXICO
1585,1,MEXICO
1586,1,MEXICO
1587,1,MEXICO
1588,1,MEXICO
1589,1,MEXICO
1590,1,MEXICO
1591,1,MEXICO
1592,1,MEXICO
1593,1,MEXICO
1594,1,MEXICO
1595,1,MEXICO
1596,1,MEXICO
1597,1,MEXICO
1598,1,MEXICO
1599,1,MEXICO
1600,1,MEXICO
1601,1,MEXICO
1602,1,MEXICO
1603,1,MEXICO
1604,1,MEXICO
1605,1,MEXICO
1606,1,MEXICO
1607,1,MEXICO
1608,1,MEXICO
1609,1,MEXICO
1610,1,MEXICO
1611,1,MEXICO
1612,1,MEXICO
1613,1,MEXICO
1614,1,MEXICO
1615,1,MEXICO
1616,1,MEXICO
1617,1,MEXICO
1618,1,MEXICO
1619,1,MEXICO
1620,1,MEXICO
1621,1,MEXICO
1622,1,MEXICO
1623,1,MEXICO
1624,1,MEXICO
1625,1,MEXICO
1626,1,MEXICO
1627,1,MEXICO
1628,1,MEXICO
1629,1,MEXICO
1630,1,MEXICO
1631,1,MEXICO
1632,1,MEXICO
1633,1,MEXICO
1634,1,MEXICO
1635,1,MEXICO
1636,1,MEXICO
1637,1,MEXICO
1638,1,MEXICO
1639,1,MEXICO
1640,1,MEXICO
1641,1,MEXICO
1642,1,MEXICO
1643,1,MEXICO
1644,1,MEXICO
1645,1,MEXICO
1646,1,MEXICO
1647,1,MEXICO
1648,1,MEXICO
1649,1,MEXICO
1650,1,MEXICO
1651,1,MEXICO
1652,1,MEXICO
1653,1,MEXICO
1654,1,MEXICO
1655,1,MEXICO
1656,1,MEXICO
1657,1,MEXICO
1658,1,MEXICO
1659,1,MEXICO
1660,1,MEXICO
1661,1,MEXICO
1662,1,MEXICO
1663,1,MEXICO
1664,1,MEXICO
1665,1,MEXICO
1666,1,MEXICO
1667,1,MEXICO
1668,1,MEXICO
1669,1,MEXICO
1670,1,MEXICO
1671,1,MEXICO
1672,1,MEXICO
1673,1,MEXICO
1674,1,MEXICO
1675,1,MEXICO
1676,1,MEXICO
1677,1,MEXICO
1678,1,MEXICO
1679,1,MEXICO
1680,1,MEXICO
1681,1,MEXICO
1682,1,MEXICO
1683,1,MEXICO
1684,1,MEXICO
1685,1,MEXICO
1686,1,MEXICO
1687,1,MEXICO
1688,1,MEXICO
1689,1,MEXICO
1690,1,MEXICO
1691,1,MEXICO
1692,1,MEXICO
1693,1,MEXICO
1694,1,MEXICO
1695,1,MEXICO
1696,1,MEXICO
1697,1,MEXICO
1698,1,MEXICO
1699,1,MEXICO
1700,1,MEXICO
1701,1,MEXICO
1702,1,MEXICO
1703,1,MEXICO
1704,1,MEXICO
1705,1,MEXICO
1706,1,MEXICO
1707,1,MEXICO
1708,1,MEXICO
1709,1,MEXICO
1710,1,MEXICO
1711,1,MEXICO
1712,1,MEXICO
1713,1,MEXICO
1714,1,MEXICO
1715,1,MEXICO
1716,1,MEXICO
1717,1,MEXICO
1718,1,MEXICO
1719,1,MEXICO
1720,1,MEXICO
1721,1,MEXICO
1722,1,MEXICO
1723,1,MEXICO
1724,1,MEXICO
1725,1,MEXICO
1726,1,MEXICO
1727,1,MEXICO
1728,1,MEXICO
1729,1,MEXICO
1730,1,MEXICO
1731,1,MEXICO
1732,1,MEXICO
1733,1,MEXICO
1734,1,MEXICO
1735,1,MEXICO
1736,1,MEXICO
1737,1,MEXICO
1738,1,MEXICO
1739,1,MEXICO
1740,1,MEXICO
1741,1,MEXICO
1742,1,MEXICO
1743,1,MEXICO
1744,1,MEXICO
1745,1,MEXICO
1746,1,MEXICO
1747,1,MEXICO
1748,1,MEXICO
1749,1,MEXICO
1750,1,MEXICO
1751,1,MEXICO
1752,1,MEXICO
1753,1,MEXICO
1754,1,MEXICO
1755,1,MEXICO
1756,1,MEXICO
1757,1,MEXICO
1758,1,MEXICO
1759,1,MEXICO
1760,1,MEXICO
1761,1,MEXICO
1762,1,MEXICO
1763,1,MEXICO
1764,1,MEXICO
1765,1,MEXICO
1766,1,MEXICO
1767,1,MEXICO
1768,1,MEXICO
1769,1,MEXICO
1770,1,MEXICO
1771,1,MEXICO
1772,1,MEXICO
1773,1,MEXICO
1774,1,MEXICO
1775,1,MEXICO
1776,1,MEXICO
1777,1,MEXICO
1778,1,MEXICO
1779,1,MEXICO
1780,1,MEXICO
1781,1,MEXICO
1782,1,MEXICO
1783,1,MEXICO
1784,1,MEXICO
1785,1,MEXICO
1786,1,MEXICO
1787,1,MEXICO
1788,1,MEXICO
1789,1,MEXICO
1790,1,MEXICO
1791,1,MEXICO
1792,1,MEXICO
1793,1,MEXICO
1794,1,MEXICO
1795,1,MEXICO
1796,1,MEXICO
1797,1,MEXICO
1798,1,MEXICO
1799,1,MEXICO
1800,1,MEXICO
1801,1,MEXICO
1802,1,MEXICO
1803,1,MEXICO
1804,1,MEXICO
1805,1,MEXICO
1806,1,MEXICO
1807,1,MEXICO
1808,1,MEXICO
1809,1,MEXICO
1810,1,MEXICO
1811,1,MEXICO
1812,1,MEXICO
1813,1,MEXICO
1814,1,MEXICO
1815,1,MEXICO
1816,1,MEXICO
1817,1,MEXICO
1818,1,MEXICO
1819,1,MEXICO
1820,1,MEXICO
1821,1,MEXICO
1822,1,MEXICO
1823,1,MEXICO
1824,1,MEXICO
1825,1,MEXICO
1826,1,MEXICO
1827,1,MEXICO
1828,1,MEXICO
1829,1,MEXICO
1830,1,MEXICO
1831,1,MEXICO
1832,1,MEXICO
1833,1,MEXICO
1834,1,MEXICO
1835,1,MEXICO
1836,1,MEXICO
1837,1,MEXICO
1838,1,MEXICO
1839,1,MEXICO
1840,1,MEXICO
1841,1,MEXICO
1842,1,MEXICO
1843,1,MEXICO
1844,1,MEXICO
1845,1,MEXICO
1846,1,MEXICO
1847,1,MEXICO
1848,1,MEXICO
1849,1,MEXICO
1850,1,MEXICO
1851,1,MEXICO
1852,1,MEXICO
1853,1,MEXICO
1854,1,MEXICO
1855,1,MEXICO
1856,1,MEXICO
1857,1,MEXICO
1858,1,MEXICO
1859,1,MEXICO
1860,1,MEXICO
1861,1,MEXICO
1862,1,MEXICO
1863,1,MEXICO
1864,1,MEXICO
1865,1,MEXICO
1866,1,MEXICO
1867,1,MEXICO
1868,1,MEXICO
1869,1,MEXICO
1870,1,MEXICO
1871,1,MEXICO
1872,1,MEXICO
1873,1,MEXICO
1874,1,MEXICO
1875,1,MEXICO
1876,1,MEXICO
1877,1,MEXICO
1878,1,MEXICO
1879,1,MEXICO
1880,1,MEXICO
1881,1,MEXICO
1882,1,MEXICO
1883,1,MEXICO
1884,1,MEXICO
1885,1,MEXICO
1886,1,MEXICO
1887,1,MEXICO
1888,1,MEXICO
1889,1,MEXICO
1890,1,MEXICO
1891,1,MEXICO
1892,1,MEXICO
1893,1,MEXICO
1894,1,MEXICO
1895,1,MEXICO
1896,1,MEXICO
1897,1,MEXICO
1898,1,MEXICO
1899,1,MEXICO
1900,1,MEXICO
1901,1,MEXICO
1902,1,MEXICO
1903,1,MEXICO
1904,1,MEXICO
1905,1,MEXICO
1906,1,MEXICO
1907,1,MEXICO
1908,1,MEXICO
1909,1,MEXICO
1910,1,MEXICO
1911,1,MEXICO
1912,1,MEXICO
1913,1,MEXICO
1914,1,MEXICO
1915,1,MEXICO
1916,1,MEXICO
1917,1,MEXICO
1918,1,MEXICO
1919,1,MEXICO
1920,1,MEXICO
1921,1,MEXICO
1922,1,MEXICO
1923,1,MEXICO
1924,1,MEXICO
1925,1,MEXICO
1926,1,MEXICO
1927,1,MEXICO
1928,1,MEXICO
1929,1,MEXICO
1930,1,MEXICO
1931,1,MEXICO
1932,1,MEXICO
1933,1,MEXICO
1934,1,MEXICO
1935,1,MEXICO
1936,1,MEXICO
1937,1,MEXICO
1938,1,MEXICO
1939,1,MEXICO
1940,1,MEXICO
1941,1,MEXICO
1942,1,MEXICO
1943,1,MEXICO
1944,1,MEXICO
1945,1,MEXICO
1946,1,MEXICO
1947,1,MEXICO
1948,1,MEXICO
1949,1,MEXICO
1950,1,MEXICO
1951,1,MEXICO
1952,1,MEXICO
1953,1,MEXICO
1954,1,MEXICO
1955,1,MEXICO
1956,1,MEXICO
1957,1,MEXICO
1958,1,MEXICO
1959,1,MEXICO
1960,1,MEXICO
1961,1,MEXICO
1962,1,MEXICO
1963,1,MEXICO
1964,1,MEXICO
1965,1,MEXICO
1966,1,MEXICO
1967,1,MEXICO
1968,1,MEXICO
1969,1,MEXICO
1970,1,MEXICO
1971,1,MEXICO
1972,1,MEXICO
1973,1,MEXICO
1974,1,MEXICO
1975,1,MEXICO
1976,1,MEXICO
1977,1,MEXICO
1978,1,MEXICO
1979,1,MEXICO
1980,1,MEXICO
1981,1,MEXICO
1982,1,MEXICO
1983,1,MEXICO
1984,1,MEXICO
1985,1,MEXICO
1986,1,MEXICO
1987,1,MEXICO
1988,1,MEXICO
1989,1,MEXICO
1990,1,MEXICO
1991,1,MEXICO
1992,1,MEXICO
1993,1,MEXICO
1994,1,MEXICO
1995,1,MEXICO
1996,1,MEXICO
1997,1,MEXICO
1998,1,MEXICO
1999,1,MEXICO
2000,1,MEXICO
2001,1,MEXICO
2002,1,MEXICO
2003,1,MEXICO
2004,1,MEXICO
2005,1,MEXICO
2006,1,MEXICO
2007,1,MEXICO
2008,1,MEXICO
2009,1,MEXICO
2010,1,MEXICO
2011,1,MEXICO
2012,1,MEXICO
2013,1,MEXICO
2014,1,MEXICO
2015,1,MEXICO
2016,1,MEXICO
2017,1,MEXICO
2018,1,MEXICO
2019,1,MEXICO
2020,1,MEXICO
2021,1,MEXICO
2022,1,MEXICO
2023,1,MEXICO
2024,1,MEXICO
2025,1,MEXICO
2026,1,MEXICO
2027,1,MEXICO
2028,1,MEXICO
2029,1,MEXICO
2030,1,MEXICO
2031,1,MEXICO
2032,1,MEXICO
2033,1,MEXICO
2034,1,MEXICO
2035,1,MEXICO
2036,1,MEXICO
2037,1,MEXICO
2038,1,MEXICO
2039,1,MEXICO
2040,1,MEXICO
2041,1,MEXICO
2042,1,MEXICO
2043,1,MEXICO
2044,1,MEXICO
2045,1,MEXICO
2046,1,MEXICO
2047,1,MEXICO
2048,1,MEXICO
2049,1,MEXICO
2050,1,MEXICO
2051,1,MEXICO
2052,1,MEXICO
2053,1,MEXICO
2054,1,MEXICO
2055,1,MEXICO
2056,1,MEXICO
2057,1,MEXICO
2058,1,MEXICO
2059,1,MEXICO
2060,1,MEXICO
2061,1,MEXICO
2062,1,MEXICO
2063,1,MEXICO
2064,1,MEXICO
2065,1,MEXICO
2066,1,MEXICO
2067,1,MEXICO
2068,1,MEXICO
2069,1,MEXICO
2070,1,MEXICO
2071,1,MEXICO
2072,1,MEXICO
2073,1,MEXICO
2074,1,MEXICO
2075,1,MEXICO
2076,1,MEXICO
2077,1,MEXICO
2078,1,MEXICO
2079,1,MEXICO
2080,1,MEXICO
2081,1,MEXICO
2082,1,MEXICO
2083,1,MEXICO
2084,1,MEXICO
2085,1,MEXICO
2086,1,MEXICO
2087,1,MEXICO
2088,1,MEXICO
2089,1,MEXICO
2090,1,MEXICO
2091,1,MEXICO
2092,1,MEXICO
2093,1,MEXICO
2094,1,MEXICO
2095,1,MEXICO
2096,1,MEXICO
2097,1,MEXICO
2098,1,MEXICO
2099,1,MEXICO
2100,1,MEXICO
2101,1,MEXICO
2102,1,MEXICO
2103,1,MEXICO
2104,1,MEXICO
2105,1,MEXICO
2106,1,MEXICO
2107,1,MEXICO
2108,1,MEXICO
2109,1,MEXICO
2110,1,MEXICO
2111,1,MEXICO
2112,1,MEXICO
2113,1,MEXICO
2114,1,MEXICO
2115,1,MEXICO
2116,1,MEXICO
2117,1,MEXICO
2118,1,MEXICO
2119,1,MEXICO
2120,1,MEXICO
2121,1,MEXICO
2122,1,MEXICO
2123,1,MEXICO
2124,1,MEXICO
2125,1,MEXICO
2126,1,MEXICO
2127,1,MEXICO
2128,1,MEXICO
2129,1,MEXICO
2130,1,MEXICO
2131,1,MEXICO
2132,1,MEXICO
2133,1,MEXICO
2134,1,MEXICO
2135,1,MEXICO
2136,1,MEXICO
2137,1,MEXICO
2138,1,MEXICO
2139,1,MEXICO
2140,1,MEXICO
2141,1,MEXICO
2142,1,MEXICO
2143,1,MEXICO
2144,1,MEXICO
2145,1,MEXICO
2146,1,MEXICO
2147,1,MEXICO
2148,1,MEXICO
2149,1,MEXICO
2150,1,MEXICO
2151,1,MEXICO
2152,1,MEXICO
2153,1,MEXICO
2154,1,MEXICO
2155,1,MEXICO
2156,1,MEXICO
2157,1,MEXICO
2158,1,MEXICO
2159,1,MEXICO
2160,1,MEXICO
2161,1,MEXICO
2162,1,MEXICO
2163,1,MEXICO
2164,1,MEXICO
2165,1,MEXICO
2166,1,MEXICO
2167,1,MEXICO
2168,1,MEXICO
2169,1,MEXICO
2170,1,MEXICO
2171,1,MEXICO
2172,1,MEXICO
2173,1,MEXICO
2174,1,MEXICO
2175,1,MEXICO
2176,1,MEXICO
2177,1,MEXICO
2178,1,MEXICO
2179,1,MEXICO
2180,1,MEXICO
2181,1,MEXICO
2182,1,MEXICO
2183,1,MEXICO
2184,1,MEXICO
2185,1,MEXICO
2186,1,MEXICO
2187,1,MEXICO
2188,1,MEXICO
2189,1,MEXICO
2190,1,MEXICO
2191,1,MEXICO
2192,1,MEXICO
2193,1,MEXICO
2194,1,MEXICO
2195,1,MEXICO
2196,1,MEXICO
2197,1,MEXICO
2198,1,MEXICO
2199,1,MEXICO
2200,1,MEXICO
2201,1,MEXICO
2202,1,MEXICO
2203,1,MEXICO
2204,1,MEXICO
2205,1,MEXICO
2206,1,MEXICO
2207,1,MEXICO
2208,1,MEXICO
2209,1,MEXICO
2210,1,MEXICO
2211,1,MEXICO
